gram,TF,DF,TF_IDF,all_TF,all_DF,all_TF_IDF,expected_TF,expected_DF,DF_chisquare,MI,Lift,TF*DF_chisquare
千股,344,20,6.178449568,2153,294,13.22392191,7.258917064,0.991231592,364.529621,6.09017E-05,20.17691947,125398.1896
張第名,434,25,6.002269688,1944,125,14.68155976,6.554266034,0.421442003,1433.425023,0.000179051,59.32014324,622106.46
第名,539,32,5.757480227,4498,1166,11.41630801,15.16516904,3.931211006,200.4107422,2.45696E-05,8.13998535,108021.3901
張第,452,30,5.741973633,2367,271,13.50427016,7.980425773,0.913686263,925.934515,9.91057E-05,32.83402762,418522.4008
超張第,265,24,5.70943301,1363,129,14.0971245,4.595403603,0.434928147,1276.791614,0.000166559,55.1815286,338349.7778
元兌,86,14,5.58119637,23528,6533,9.159157878,79.32549962,22.02624486,-2.924720347,1.9185E-06,0.635605392,-251.5259499
當日,61,12,5.48395772,24244,5619,9.533799065,81.73951941,18.94466093,-2.54574709,1.91192E-06,0.633423847,-155.2905725
超較多,65,13,5.440483348,130,42,12.13496275,0.438299683,0.141604513,1167.606391,0.000277103,91.80498359,75894.41542
買進千股賣出,114,19,5.408580446,612,102,13.29765171,2.063380048,0.343896675,1012.077804,0.000166763,55.24915302,115376.8697
進千股賣出千,114,19,5.408580446,612,102,13.29765171,2.063380048,0.343896675,1012.077804,0.000166763,55.24915302,115376.8697
千股賣出千股,114,19,5.408580446,612,102,13.29765171,2.063380048,0.343896675,1012.077804,0.000166763,55.24915302,115376.8697
出千,116,20,5.353679134,765,249,12.13265938,2.57922506,0.83951247,437.3065265,7.1908E-05,23.8233507,50727.55707
逾張,46,11,5.34325093,540,426,10.78966274,1.820629454,1.436274347,63.68201768,2.31169E-05,7.65870394,2929.372813
買超張第名,123,22,5.270236376,681,115,13.26087795,2.296016034,0.387726643,1204.689871,0.000171266,56.74100658,148176.8542
以元作收,47,12,5.261018459,1832,1179,10.43867489,6.176654,3.975040975,16.20108265,9.11201E-06,3.018836806,761.4508845
賣超張第名,129,23,5.245466242,642,115,13.17227224,2.164526129,0.387726643,1318.751021,0.000179051,59.32014324,170118.8817
買超張第,127,23,5.234022856,695,122,13.19285922,2.343217538,0.411327395,1240.491482,0.000168778,55.91652846,157542.4182
外交,49,13,5.203134658,8642,3981,9.479450557,29.13681434,13.42208492,-0.013273324,2.92347E-06,0.968552954,-0.650392866
多的個股,48,13,5.185815009,160,108,11.17213072,0.539445764,0.364125891,438.4893207,0.000107762,35.70193806,21047.48739
正張,43,12,5.184962113,104,44,11.69635246,0.350639747,0.148347585,946.8416006,0.00024416,80.89110442,40714.18883
為人,38,11,5.176749811,8155,3116,9.953628933,27.49487629,10.50570626,0.023256533,3.1604E-06,1.047050025,0.883748255
口淨部位,68,17,5.148380243,966,302,12.11520089,3.256903801,1.01820388,250.8513396,5.03952E-05,16.69606681,17057.89109
類指,43,13,5.093417203,1996,674,11.57416363,6.729585908,2.272415281,50.64262454,1.72675E-05,5.720785327,2177.632855
金張,103,23,5.080623749,534,244,11.67777373,1.800400238,0.82265479,597.8627321,8.43888E-05,27.95826423,61579.86141
超前五名,38,12,5.079263501,149,114,10.98976111,0.502358868,0.384355107,351.0378914,9.42374E-05,31.22112802,13339.43987
漲美元,42,13,5.073652215,11542,4175,9.616151626,38.91426881,14.07616291,-0.082275732,2.78762E-06,0.92354714,-3.455580738
下跌點或收點,56,16,5.067475117,780,645,10.55016716,2.6297981,2.174640737,87.89523508,2.22079E-05,7.357537146,4922.133164
幣元,93,22,5.063135033,31330,9356,8.51398546,105.6302237,31.54409106,-2.887693735,2.10513E-06,0.697436485,-268.5555174
反張,37,12,5.056460278,72,34,11.39717486,0.242750594,0.114632225,1232.305901,0.000315972,104.6826057,45595.31833
前五名,40,13,5.032669784,391,303,10.91584473,1.318270586,1.021575416,140.4523379,3.84103E-05,12.72544327,5618.093517
超萬張,44,14,5.027649095,600,377,11.12243908,2.022921616,1.271069082,127.4719719,3.32455E-05,11.0143502,5608.766765
股賣,191,33,5.018469261,2143,1215,10.54885021,7.225201704,4.096416272,203.9385397,2.43156E-05,8.055821922,38952.26108
收購,62,18,5.006145838,22423,7318,8.859855033,75.59995231,24.67290064,-1.804716988,2.20205E-06,0.729545353,-111.8924532
五名,42,14,4.989223767,721,558,10.70033518,2.430877475,1.881317102,78.06364753,2.24616E-05,7.44159503,3278.673196
第名元大,42,14,4.989223767,225,79,12.14361062,0.758595606,0.266351346,708.1364827,0.000158653,52.56215224,29741.73227
本公,46,15,4.984581247,76312,24053,6.700603355,257.2886572,81.09555603,-53.87006072,5.58302E-07,0.184966979,-2478.022793
金價,34,12,4.984157774,6675,2666,10.10416296,22.50500297,8.988515045,1.008958831,4.02966E-06,1.335036982,34.30460026
業營,30,11,4.970741346,3921,2718,9.581715186,13.21979276,9.163834918,0.367913896,3.62318E-06,1.200370816,11.03741688
賣超較多,30,11,4.970741346,57,25,11.36050257,0.192177553,0.084288401,1413.631755,0.000393912,130.5043151,42408.95264
認列,33,12,4.958631394,10429,7034,8.395635425,35.16174921,23.71538441,-5.787392245,1.5273E-06,0.506000653,-190.9839441
跌點或收點,58,18,4.954220284,1188,928,10.40169181,4.005384799,3.128785432,70.68334583,1.73649E-05,5.753031133,4099.634058
日圓,124,28,4.952243747,31443,9187,8.559928789,106.0112073,30.97430147,-0.285606739,2.72855E-06,0.903975188,-35.41523564
張數張第名,36,13,4.944169772,209,74,12.121833,0.704651029,0.249493666,651.6213996,0.000157275,52.10553123,23458.37039
超張數張第名,36,13,4.944169772,209,74,12.121833,0.704651029,0.249493666,651.6213996,0.000157275,52.10553123,23458.37039
名分別為,29,11,4.941196768,275,226,10.88932947,0.927172407,0.761967142,137.5614656,4.35744E-05,14.43631805,3989.282504
約為,57,18,4.940679165,5629,3617,9.319761141,18.97837629,12.19484581,2.763447423,4.45524E-06,1.476033423,157.5165031
價為,52,17,4.936619225,14474,6891,8.67981643,48.79961244,23.23325475,-1.672321216,2.20858E-06,0.731709792,-86.96070322
日盤勢,32,12,4.932319465,1142,764,10.70060117,3.850294142,2.575853524,34.47965344,1.40616E-05,4.658649993,1103.34891
正賣超張,32,12,4.932319465,93,38,11.69713421,0.31355285,0.128118369,1100.088727,0.000282712,93.66338406,35202.83927
處分,56,18,4.926898367,29130,7673,8.935618351,98.21284444,25.86979593,-2.394053981,2.10017E-06,0.695792114,-134.0670229
夏普,56,18,4.926898367,10911,2260,10.9126037,36.78682958,7.619671419,14.14119002,7.13035E-06,2.362306589,791.9066414
買超較多,35,13,4.920506989,73,37,11.31591964,0.24612213,0.124746833,1328.868559,0.000314549,104.2110625,46510.39955
買超張,299,43,4.916631346,4873,2654,9.827142234,16.42949505,8.948056613,129.5851042,1.45049E-05,4.805512734,38745.94615
幅約,55,18,4.912869253,4196,1961,10.29851145,14.14696516,6.611582147,19.61649395,8.21754E-06,2.7224951,1078.907167
機器人,31,12,4.905172099,8945,3111,10.03846439,30.15838975,10.48884858,0.2177149,3.45325E-06,1.144072194,6.749161915
較多,74,22,4.893849111,2958,2581,9.426819595,9.973003565,8.701934483,20.32175108,7.631E-06,2.528173482,1503.80958
無線,27,11,4.878921597,4648,2570,9.849295498,15.67089945,8.664847587,0.629317104,3.83183E-06,1.269497229,16.99156182
點或收點,67,21,4.877335637,2607,1925,9.873584423,8.78959442,6.49020685,32.43873456,9.76642E-06,3.235644177,2173.395216
股賣出千股買,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
賣出千股買超,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
出千股買超千,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
千股買超千股,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
股賣出千股賣,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
賣出千股賣超,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
出千股賣超千,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
千股賣超千股,57,19,4.875968203,306,102,12.24054719,1.031690024,0.343896675,1012.077804,0.000166763,55.24915302,57688.43483
獲買,48,17,4.873435473,654,534,10.65570335,2.204984561,1.800400238,128.3202635,2.85006E-05,9.442344898,6159.372648
北市,33,13,4.871082545,21666,10275,8.048720959,73.04769954,34.64253267,-13.52092887,1.13268E-06,0.375261247,-446.1906529
正賣超,33,13,4.871082545,107,52,11.52444849,0.360754355,0.175319873,938.1276475,0.000223814,74.15017905,30958.21237
跌下跌,33,13,4.871082545,218,157,11.09811677,0.734994854,0.529331156,293.8001658,7.41294E-05,24.55929497,9695.405471
買超前名,33,13,4.871082545,239,182,11.01409736,0.80579711,0.613619557,250.0285703,6.39468E-05,21.18576544,8250.94282
名元大,47,17,4.856816428,320,125,11.99923374,1.078891528,0.421442003,652.1622979,0.000121755,40.3376974,30651.628
泥國,26,11,4.846031597,439,303,11.06865832,1.480104315,1.021575416,97.46608585,3.2501E-05,10.76768277,2534.118232
國民,26,11,4.846031597,15302,6778,8.757681598,51.59124427,22.85227118,-6.147149711,1.45291E-06,0.481352593,-159.8258925
機器,32,13,4.845235176,13010,5226,9.216213899,43.8636837,17.61964727,-1.211212721,2.227E-06,0.737812727,-38.75880707
遭賣,69,22,4.842027572,380,203,11.50087576,1.28118369,0.684421813,663.8506614,9.70227E-05,32.14391998,45805.69564
張數張,42,16,4.837096433,2843,1379,10.60293333,9.585276922,4.64934818,27.71082994,1.03873E-05,3.44134261,1163.854858
股份,45,17,4.822490346,58382,19487,7.095293156,196.8370163,65.70112254,-36.09982973,7.81E-07,0.258747482,-1624.492338
單未平倉,31,13,4.818567119,221,139,11.29471693,0.745109462,0.468643508,335.0839028,8.37289E-05,27.73963533,10387.60099
銷售量,28,12,4.818140749,5329,2771,9.820026412,17.96691548,9.342526328,0.755916127,3.87696E-06,1.28444915,21.16565156
正賣,34,14,4.814683387,134,79,11.32824446,0.451785827,0.266351346,708.1364827,0.000158653,52.56215224,24076.64041
張第名元大,34,14,4.814683387,183,76,11.87340292,0.616991093,0.256236738,737.1738733,0.000164915,54.63697404,25063.91169
營業,108,29,4.809964077,85191,22847,6.887536648,287.2245256,77.02948358,-29.947381,1.13636E-06,0.376479221,-3234.317148
月期,40,16,4.798024782,9536,4319,9.385319446,32.15096754,14.5616641,0.142072373,3.31653E-06,1.098775517,5.682894919
名為,120,31,4.793335209,2966,2188,9.750129374,9.999975853,7.376920825,75.64807634,1.26841E-05,4.202295339,9077.769161
服器,30,13,4.791024546,5749,3049,9.690853327,19.38296061,10.27981334,0.719800565,3.81709E-06,1.264614402,21.59401694
伺服器,30,13,4.791024546,5745,3047,9.691594129,19.36947447,10.27307027,0.723848426,3.8196E-06,1.265444473,21.71545278
進黨,47,18,4.790485383,12516,4666,9.436839264,42.1981449,15.7315871,0.327093323,3.45362E-06,1.14419479,15.37338618
民進黨,47,18,4.790485383,12458,4641,9.444993336,42.00259581,15.6472987,0.353748179,3.47222E-06,1.150358305,16.62616443
個股包括,27,12,4.78704386,335,297,10.74246449,1.129464569,1.0013462,120.8077541,3.61719E-05,11.98386732,3261.80936
指數下跌點跌,27,12,4.78704386,2038,1003,10.85455971,6.871190421,3.381650634,21.9644055,1.07109E-05,3.548562906,593.0389486
數下跌點跌幅,27,12,4.78704386,2027,995,10.86361775,6.834103525,3.354678346,22.27980712,1.0797E-05,3.577094065,601.5547923
前名個股為,64,22,4.78630613,365,129,12.14612078,1.230610649,0.434928147,1069.262422,0.000152679,50.58306788,68432.79498
美光,85,26,4.783974947,5989,1912,10.69524216,20.19212926,6.446376882,59.31148366,1.2174E-05,4.033273338,5041.476111
賣超萬張,24,11,4.776275852,232,156,11.19731767,0.782196358,0.52595962,208.5816433,6.3127E-05,20.91415307,5005.95944
超張第名元,24,11,4.776275852,152,58,11.95354164,0.512473476,0.19554909,596.9660088,0.00016979,56.25185997,14327.18421
三名,84,26,4.775581505,2214,1282,10.48203423,7.464580761,4.322309185,108.7201907,1.81565E-05,6.015303137,9132.496022
單未,32,14,4.764607717,926,817,10.34493459,3.12204236,2.754544933,45.90967391,1.5341E-05,5.082509213,1469.109565
個股分別為,32,14,4.764607717,94,53,11.28584319,0.316924386,0.178691409,1069.041717,0.000236482,78.347359,34209.33496
蔡英文,53,20,4.759373086,10768,4299,9.494923885,36.30469993,14.49423338,2.091415623,4.16495E-06,1.379859112,110.845028
選擇權,38,16,4.756948598,15231,5138,9.377790856,51.35186521,17.3229521,-0.101033718,2.78787E-06,0.923630101,-3.839281294
上週外資在集,57,21,4.75618219,281,107,12.03888746,0.947401623,0.360754355,1180.79922,0.000175704,58.21135552,67305.55555
週外資在集中,57,21,4.75618219,281,107,12.03888746,0.947401623,0.360754355,1180.79922,0.000175704,58.21135552,67305.55555
元占,26,12,4.754773229,2817,1549,10.3687774,9.497616985,5.222509304,8.795461618,6.93548E-06,2.297746026,228.6820021
超前五,144,35,4.750130219,2746,764,11.70543926,9.258237927,2.575853524,408.1463736,4.1013E-05,13.58772915,58773.0778
上漲點漲幅,41,17,4.749007047,3693,1920,10.21688103,12.45108254,6.47334917,17.11793614,7.92674E-06,2.626152175,701.8353817
金賣超張,75,25,4.744176439,397,161,11.92423064,1.338499802,0.5428173,1101.943113,0.000139015,46.05601183,82645.73348
電張,86,27,4.744172567,348,191,11.47185516,1.173294537,0.643963381,1078.695912,0.000126554,41.92784993,92767.8484
建設,48,19,4.743918974,20225,10597,7.932528504,68.18931612,35.72816727,-7.832239981,1.60516E-06,0.531793301,-375.9475191
機密,23,11,4.739185932,1300,768,10.83968185,4.382996834,2.589339668,27.31940042,1.28227E-05,4.248187341,628.3462098
場外,23,11,4.739185932,1335,1231,10.02478464,4.501000595,4.150360848,11.30445237,7.99984E-06,2.650371956,260.0024045
晉華,23,11,4.739185932,1245,283,12.56577708,4.197562352,0.954144695,105.7692919,3.47979E-05,11.52864975,2432.693714
萬台,23,11,4.739185932,7232,2876,10.0170526,24.38294854,9.696537611,0.175218647,3.42413E-06,1.134425549,4.030028881
金屬,44,18,4.739130855,11738,5742,8.928377408,39.57508987,19.35935986,-0.09545043,2.80644E-06,0.929782809,-4.199818939
虧損,44,18,4.739130855,19406,9914,8.058689995,65.42802812,33.42540816,-7.118633101,1.62544E-06,0.538512497,-313.2198564
股分別,34,15,4.738832119,595,540,10.5227177,2.006063935,1.820629454,95.40426121,2.48682E-05,8.238908783,3243.744881
張第名中,34,15,4.738832119,202,92,11.7552757,0.681050277,0.310181314,695.6923677,0.000145966,48.35881242,23653.5405
個股分別,34,15,4.738832119,122,79,11.18064181,0.411327395,0.266351346,815.0152266,0.000169985,56.31659168,27710.5177
北韓,31,14,4.738383432,10461,3020,10.24102574,35.26963837,10.1820388,1.431621704,4.15019E-06,1.374970208,44.38027283
競爭力,31,14,4.738383432,6823,5399,8.642722772,23.0039903,18.202923,-0.970424463,2.32146E-06,0.769107247,-30.08315835
前五,150,36,4.737936271,4262,1983,10.29118002,14.36948654,6.685755939,128.5307021,1.62527E-05,5.384581837,19279.60531
太陽能,103,30,4.732962161,12303,4112,9.70243783,41.48000773,13.86375614,18.78122807,6.53153E-06,2.163915731,1934.466491
張元大,132,34,4.732582088,366,184,11.60058321,1.233982185,0.620362629,1796.046601,0.000165428,54.80665408,237078.1514
前五大,109,31,4.728335948,3231,1179,11.04206555,10.8934329,3.975040975,183.7335552,2.35394E-05,7.798661749,20026.95752
公投,25,12,4.721236766,6036,2346,10.27812015,20.35059145,7.909623517,2.115294077,4.57931E-06,1.517139213,52.88235192
至個,25,12,4.721236766,3809,2468,9.747417029,12.84218072,8.320950912,1.62666531,4.35294E-06,1.442142866,40.66663274
上漲美元,25,12,4.721236766,7101,3351,9.678629557,23.94127732,11.29801722,0.043616487,3.20593E-06,1.062133272,1.090412171
英文,54,21,4.71565772,12374,5325,9.135483204,41.71938678,17.95342934,0.51698161,3.53058E-06,1.169692965,27.91700692
發行,33,15,4.714562175,51668,17461,7.302389996,174.2005234,58.87039055,-32.69234583,7.69075E-07,0.254797019,-1078.847412
司法,36,16,4.713651026,8229,4603,9.128705853,27.74436996,15.51918033,0.014896892,3.1119E-06,1.030982285,0.536288122
張元,136,35,4.712795919,640,402,11.0988182,2.157783057,1.355357482,835.1759479,7.79451E-05,25.82344544,113583.9289
院長,30,14,4.711299183,7617,4864,8.949441599,25.68098991,16.39915123,-0.350989301,2.5768E-06,0.853702719,-10.52967903
預估值,30,14,4.711299183,2625,1861,9.945157685,8.850282068,6.274428544,9.512333099,6.73486E-06,2.231278897,285.369993
張國泰,39,17,4.709530046,165,133,10.92777794,0.556303444,0.448414291,610.9416999,0.000114431,37.91136974,23826.7263
以元,62,23,4.708880857,5597,4226,8.994032156,18.87048714,14.24811125,5.375839327,4.87243E-06,1.614249047,333.3020383
